90,John 3:18,"He that believeth on him is not condemned: but he that believeth not is condemned already, because he hath not believed in the name of the only begotten Son of God.",Anyone who trusts in him is acquitted; anyone who refuses to trust him has long since been under the death sentence without knowing it. And why? Because of that person's failure to believe in the one-of-a-kind Son of God when introduced to him.,"He who believes in Him [who clings to, trusts in, relies on Him] is not judged [he who trusts in Him never comes up for judgment; for him there is no rejection, no condemnation — he incurs no damnation]; but he who does not believe (cleave to, rely on, trust in Him) is judged already [he has already been convicted and has already received his sentence] because he has not believed in and trusted in the name of the only begotten Son of God. [He is condemned for refusing to let his trust rest in Christ's name.]",believing,no
91,John 4:42,"And said unto the woman, Now we believe, not because of thy saying: for we have heard him ourselves, and know that this is indeed the Christ, the Saviour of the world.","They said to the woman, ""We're no longer taking this on your say-so. We've heard it for ourselves and know it for sure. He's the Savior of the world!""","And they told the woman, Now we no longer believe (trust, have faith) just because of what you said; for we have heard Him ourselves [personally], and we know that He truly is the Savior of the world, the Christ.",believing,no
92,John 10:38,"But if I do, though ye believe not me, believe the works: that ye may know, and believe, that the Father is in me, and I in him.","But if I am doing them, put aside for a moment what you hear me say about myself and just take the evidence of the actions that are right before your eyes. Then perhaps things will come together for you, and you'll see that not only are we doing the same thing, we are the same — Father and Son. He is in me; I am in him.""","But if I do them, even though you do not believe Me or have faith in Me, [at least] believe the works and have faith in what I do, in order that you may know and understand [clearly] that the Father is in Me, and I am in the Father [One with Him].",believing,no
93,John 14:1,"Let not your heart be troubled: ye believe in God, believe also in me.","Don't let this throw you. You trust God, don't you? Trust me.","DO NOT let your hearts be troubled (distressed, agitated). You believe in and adhere to and trust in and rely on God; believe in and adhere to and trust in and rely also on Me.",believing,no
94,Mathew 27:3-4,"3 Then Judas, which had betrayed him, when he saw that he was condemned, repented himself, and brought again the thirty pieces of silver to the chief priests and elders,
4 Saying, I have sinned in that I have betrayed the innocent blood. And they said, What is that to us? see thou to that.","3 Judas, the one who betrayed him, realized that Jesus was doomed. Overcome with remorse, he gave back the thirty silver coins to the high priests, 4 saying, ""I've sinned. I've betrayed an innocent man.""","3 When Judas, His betrayer, saw that [Jesus] was condemned, [Judas was afflicted in mind and troubled for his former folly; and] with remorse [with little more than a selfish dread of the consequences] he brought back the thirty pieces of silver to the chief priests and the elders,
4 Saying, I have sinned in betraying innocent blood. They replied, What is that to us? See to that yourself.",betrayal,no
95,Mathew 6:14-15,"14 For if ye forgive men their trespasses, your heavenly Father will also forgive you:
15 But if ye forgive not men their trespasses, neither will your Father forgive your trespasses.","14 ""In prayer there is a connection between what God does and what you do. You can't get forgiveness from God, for instance, without also forgiving others. 15 If you refuse to do your part, you cut yourself off from God's part.","14 For if you forgive people their trespasses [their reckless and willful sins, leaving them, letting them go, and giving up resentment], your heavenly Father will also forgive you. 
15 But if you do not forgive others their trespasses [their reckless and willful sins, leaving them, letting them go, and giving up resentment], neither will your Father forgive you your trespasses.",betrayal,no
96,Mathew 7:12,"Therefore all things whatsoever ye would that men should do to you, do ye even so to them: for this is the law and the prophets.","""Here is a simple, rule-of-thumb guide for behavior: Ask yourself what you want people to do for you, then grab the initiative and do it for them. Add up God's Law and Prophets and this is what you get.","So then, whatever you desire that others would do to and for you, even so do also to and for them, for this is (sums up) the Law and the Prophets.",betrayal,no
97,Hebrews 4:15,"For we have not an high priest which cannot be touched with the feeling of our infirmities; but was in all points tempted like as we are, yet without sin.","We don't have a priest who is out of touch with our reality. He's been through weakness and testing, experienced it all — all but the sin.","For we do not have a High Priest Who is unable to understand and sympathize and have a shared feeling with our weaknesses and infirmities and liability to the assaults of temptation, but One Who has been tempted in every respect as we are, yet without sinning.",betrayal,no
98,Genesis 12:3,"And I will bless them that bless thee, and curse him that curseth thee: and in thee shall all families of the earth be blessed.","I'll bless those who bless you;
those who curse you I'll curse.
All the families of the Earth
will be blessed through you.""",And I will bless those who bless you [who confer prosperity or happiness upon you] and curse him who curses or uses insolent language toward you; in you will all the families and kindred of the earth be blessed [and by you they will bless themselves].,betrayal,no
99,1 Chronicles 12:17,"And David went out to meet them, and answered and said unto them, If ye be come peaceably unto me to help me, mine heart shall be knit unto you: but if ye be come to betray me to mine enemies, seeing there is no wrong in mine hands, the God of our fathers look thereon, and rebuke it.","When David went out to meet them, this is what he said: ""If you have come in peace and to help me, you are most welcome to join this company; but if you have come to betray me to my enemies, innocent as I am, the God of our ancestors will see through you and bring judgment on you.""","David went out to meet them and said to them, If you have come peaceably to me to help me, my heart shall be knit to you; but if you have come to betray me to my adversaries, although there is no violence or wrong in my hands, may the God of our fathers look upon and rebuke you.",betrayal,no
100,Luke 22:3-5,"3 Then entered Satan into Judas surnamed Iscariot, being of the number of the twelve.
4 And he went his way, and communed with the chief priests and captains, how he might betray him unto them.
5 And they were glad, and covenanted to give him money.","3 That's when Satan entered Judas, the one called Iscariot. He was one of the Twelve. 4 Leaving the others, he conferred with the high priests and the Temple guards about how he might betray Jesus to them. 5 They couldn't believe their good luck and agreed to pay him well.","3 But [then] Satan entered into Judas, called Iscariot, who was one of the Twelve [apostles]. 
4 And he went away and discussed with the chief priests and captains how he might betray Him and deliver Him up to them. 
5 And they were delighted and pledged [themselves] to give him money.",betrayal,no
101,Psalms 89:33,"Nevertheless my lovingkindness will I not utterly take from him, nor suffer my faithfulness to fail.","But I'll never throw them out,
never abandon or disown them.","Nevertheless, My loving-kindness will I not break off from him, nor allow My faithfulness to fail [to lie and be false to him].",betrayal,no
102,Psalms 118:8,It is better to trust in the Lord than to put confidence in man.,"Far better to take refuge in God
than trust in people;",It is better to trust and take refuge in the Lord than to put confidence in man.,betrayal,no
103,Psalms 125:1,"They that trust in the Lord shall be as mount Zion, which cannot be removed, but abideth for ever.","Those who trust in God
are like Zion Mountain:
Nothing can move it, a rock-solid mountain
you can always depend on.","THOSE WHO trust in, lean on, and confidently hope in the Lord are like Mount Zion, which cannot be moved but abides and stands fast forever.",betrayal,no
104,2 Timothy 1:12,"For the which cause I also suffer these things: nevertheless I am not ashamed: for I know whom I have believed, and am persuaded that he is able to keep that which I have committed unto him against that day.",It's also the cause of all this trouble I'm in. But I have no regrets. I couldn't be more sure of my ground — the One I've trusted in can take care of what he's trusted me to do right to the end.,"And this is why I am suffering as I do. Still I am not ashamed, for I know (perceive, have knowledge of, and am acquainted with) Him Whom I have believed (adhered to and trusted in and relied on), and I am [positively] persuaded that He is able to guard and keep that which has been entrusted to me and which I have committed [to Him] until that day.",betrayal,no
105,Proverbs 29:25,The fear of man bringeth a snare: but whoso putteth his trust in the Lord shall be safe.,"The fear of human opinion disables;
trusting in God protects you from that.","The fear of man brings a snare, but whoever leans on, trusts in, and puts his confidence in the Lord is safe and set on high.",betrayal,no
106,Mark 11:25,"And when ye stand praying, forgive, if ye have ought against any: that your Father also which is in heaven may forgive you your trespasses.","And when you assume the posture of prayer, remember that it's not all asking. If you have anything against someone, forgive — only then will your heavenly Father be inclined to also wipe your slate clean of sins.","And whenever you stand praying, if you have anything against anyone, forgive him and  let it drop (leave it, let it go), in order that your Father Who is in heaven may also forgive you your [own] failings and shortcomings and let them drop.",betrayal,no
107,2 Peter 3:9,"The Lord is not slack concerning his promise, as some men count slackness; but is longsuffering to us-ward, not willing that any should perish, but that all should come to repentance.","God isn't late with his promise as some measure lateness. He is restraining himself on account of you, holding back the End because he doesn't want anyone lost. He's giving everyone space and time to change.","The Lord does not delay and is not tardy or slow about what He promises, according to some people's conception of slowness, but He is long-suffering (extraordinarily patient) toward you, not desiring that any should perish, but that all should turn to repentance.",change,no
108,Deuteronomy 31:6,"Be strong and of a good courage, fear not, nor be afraid of them: for the Lord thy God, he it is that doth go with thee; he will not fail thee, nor forsake thee.","""Be strong. Take courage. Don't be intimidated. Don't give them a second thought because God, your God, is striding ahead of you. He's right there with you. He won't let you down; he won't leave you."" ","Be strong, courageous, and firm; fear not nor be in terror before them, for it is the Lord your God Who goes with you; He will not fail you or forsake you.",change,no
109,Ecclesiastes 3:1,"To every thing there is a season, and a time to every purpose under the heaven:","There's an opportune time to do things, a right time for everything on the earth:","TO EVERYTHING there is a season, and a time for every matter or purpose under heaven:",change,no
110,Hebrews 13:8,"Jesus Christ the same yesterday, and to day, and for ever.","For Jesus doesn't change - yesterday, today, tomorrow, he's always totally himself.","Jesus Christ (the Messiah) is [always] the same, yesterday, today, [yes] and forever (to the ages).",change,no
111,Isaiah 43:19,"Behold, I will do a new thing; now it shall spring forth; shall ye not know it? I will even make a way in the wilderness, and rivers in the desert.","Be alert, be present. I'm about to do something brand-new.
It's bursting out! Don't you see it?
There it is! I'm making a road through the desert,
rivers in the badlands.","Behold, I am doing a new thing! Now it springs forth; do you not perceive and know it and will you not give heed to it? I will even make a way in the wilderness and rivers in the desert.",change,no
112,James 1:17,"Every good gift and every perfect gift is from above, and cometh down from the Father of lights, with whom is no variableness, neither shadow of turning.","Every desirable and beneficial gift comes out of heaven. The gifts are rivers of light cascading down from the Father of Light. There is nothing deceitful in God, nothing two-faced, nothing fickle.","Every good gift and every perfect ( free, large, full) gift is from above; it comes down from the Father of all [that gives] light, in [the shining of] Whom there can be no variation [rising or setting] or shadow cast by His turning [as in an eclipse].",change,no
113,2 Corinthians 5:17,"Therefore if any man be in Christ, he is a new creature: old things are passed away; behold, all things are become new.","Now we look inside, and what we see is that anyone united with the Messiah gets a fresh start, is created new. The old life is gone; a new life burgeons! Look at it!","Therefore if any person is [ingrafted] in Christ (the Messiah) he is a new creation (a new creature altogether); the old [previous moral and spiritual condition] has passed away. Behold, the fresh and new has come!",change,no
114,Colossians,"And have put on the new man, which is renewed in knowledge after the image of him that created him:","Now you're dressed in a new wardrobe. Every item of your new way of life is custom-made by the Creator, with his label on it. All the old fashions are now obsolete.","And have clothed yourselves with the new [spiritual self], which is [ever in the process of being] renewed and remolded into [fuller and more perfect knowledge upon] knowledge after the image (the likeness) of Him Who created it.",change,no
115,Psalms 46:2,"Therefore will not we fear, though the earth be removed, and though the mountains be carried into the midst of the sea;","We stand fearless at the cliff-edge of doom,
courageous in seastorm and earthquake","Therefore we will not fear, though the earth should change and though the mountains be shaken into the midst of the seas",change,no
116,Psalms 90:2,"Before the mountains were brought forth, or ever thou hadst formed the earth and the world, even from everlasting to everlasting, thou art God.","long before the mountains were born,
Long before you brought earth itself to birth,
from ""once upon a time"" to ""kingdom come"" — you are God.","Before the mountains were brought forth or ever You had formed and given birth to the earth and the world, even from everlasting to everlasting You are God.",change,no
117,Philippians 3:20-21,"20 For our conversation is in heaven; from whence also we look for the Saviour, the Lord Jesus Christ:
21 Who shall change our vile body, that it may be fashioned like unto his glorious body, according to the working whereby he is able even to subdue all things unto himself.","20 But there's far more to life for us. We're citizens of high heaven! We're waiting the arrival of the Savior, the Master, Jesus Christ, 21 who will transform our earthy bodies into glorious bodies like his own. He'll make us beautiful and whole with the same powerful skill by which he is putting everything as it should be, under and around him.","20 But we are citizens of the state (commonwealth, homeland) which is in heaven, and from it also we earnestly and patiently await [the coming of] the Lord Jesus Christ (the Messiah) [as] Savior, 
21 Who will transform and fashion anew the body of our humiliation to conform to and be like the body of His glory and majesty, by exerting that power which enables Him even to subject everything to Himself.",change,no
118,2 Corinthians 3:18,"But we all, with open face beholding as in a glass the glory of the Lord, are changed into the same image from glory to glory, even as by the Spirit of the Lord.","All of us! Nothing between us and God, our faces shining with the brightness of his face. And so we are transfigured much like the Messiah, our lives gradually becoming brighter and more beautiful as God enters our lives and we become like him.","And all of us, as with unveiled face, [because we] continued to behold [in the Word of God] as in a mirror the glory of the Lord, are constantly being transfigured into His very own image in ever increasing splendor and from one degree of glory to another; [for this comes] from the Lord [Who is] the Spirit.",change,no
119,Hebrews 1:12,"And as a vesture shalt thou fold them up, and they shall be changed: but thou art the same, and thy years shall not fail.","You'll fold them up like a worn-out cloak,
and lay them away on the shelf.
But you'll stay the same, year after year;
you'll never fade, you'll never wear out.","Like a mantle [thrown about one's self] You will roll them up, and they will be changed and replaced by others. But You remain the same, and Your years will never end nor come to failure.",change,no
120,1 Corinthians 6:11,"And such were some of you: but ye are washed, but ye are sanctified, but ye are justified in the name of the Lord Jesus, and by the Spirit of our God.","A number of you know from experience what I'm talking about, for not so long ago you were on that list. Since then, you've been cleaned up and given a fresh start by Jesus, our Master, our Messiah, and by our God present in us, the Spirit.","And such some of you were [once]. But you were washed clean (purified by a complete atonement for sin and made free from the guilt of sin), and you were consecrated (set apart, hallowed), and you were justified [pronounced righteous, by trusting] in the name of the Lord Jesus Christ and in the [Holy] Spirit of our God.",change,no
121,Hebrews 10:24-25,"24 And let us consider one another to provoke unto love and to good works:
25 Not forsaking the assembling of ourselves together, as the manner of some is; but exhorting one another: and so much the more, as ye see the day approaching.","24 Let's see how inventive we can be in encouraging love and helping out, 25 not avoiding worshiping together as some do but spurring each other on, especially as we see the big Day approaching.","24 And let us consider and give attentive, continuous care to watching over one another, studying how we may stir up (stimulate and incite) to love and helpful deeds and noble activities, 
25 Not forsaking or neglecting to assemble together [as believers], as is the habit of some people, but admonishing (warning, urging, and encouraging) one another, and all the more faithfully as you see the day approaching.",community,no
122,Psalms 133:1,"Behold, how good and how pleasant it is for brethren to dwell together in unity!","How wonderful, how beautiful,
when brothers and sisters get along!","BEHOLD, HOW good and how pleasant it is for brethren to dwell together in unity!",community,no
123,Romans 12:4-5,"4 For as we have many members in one body, and all members have not the same office:
5 So we, being many, are one body in Christ, and every one members one of another.","4 In this way we are like the various parts of a human body. Each part gets its meaning from the body as a whole, not the other way around. 5 The body we're talking about is Christ's body of chosen people. Each of us finds our meaning and function as a part of his body. But as a chopped-off finger or cut-off toe we wouldn't amount to much, would we? So since we find ourselves fashioned into all these excellently formed and marvelously functioning parts in Christ's body","4 For as in one physical body we have many parts (organs, members) and all of these parts do not have the same function or use, 
5 So we, numerous as we are, are one body in Christ (the Messiah) and individually we are parts one of another [mutually dependent on one another].",community,no
124,Mathew 18:20,"For where two or three are gathered together in my name, there am I in the midst of them.","And when two or three of you are together because of me, you can be sure that I'll be there.","For wherever two or three are gathered (drawn together as My followers) in (into) My name, there I AM in the midst of them.",community,no
125,1 Corinthians 1:10,"Now I beseech you, brethren, by the name of our Lord Jesus Christ, that ye all speak the same thing, and that there be no divisions among you; but that ye be perfectly joined together in the same mind and in the same judgment.","I have a serious concern to bring up with you, my friends, using the authority of Jesus, our Master. I'll put it as urgently as I can: You must get along with each other. You must learn to be considerate of one another, cultivating a life in common.","But I urge and entreat you, brethren, by the name of our Lord Jesus Christ, that all of you be in perfect harmony and full agreement in what you say, and that there be no dissensions or factions or divisions among you, but that you be perfectly united in your common understanding and in your opinions and judgments.",community,no
126,1 Peter 3:8,"Finally, be ye all of one mind, having compassion one of another, love as brethren, be pitiful, be courteous:","Summing up: Be agreeable, be sympathetic, be loving, be compassionate, be humble.","Finally, all [of you] should be of one and the same mind (united in spirit), sympathizing [with one another], loving [each other] as brethren [of one household], compassionate and courteous (tenderhearted and humble).",community,no
127,Romans 12:16,"Be of the same mind one toward another. Mind not high things, but condescend to men of low estate. Be not wise in your own conceits.",Get along with each other; don't be stuck-up. Make friends with nobodies; don't be the great somebody.,"Live in harmony with one another; do not be haughty (snobbish, high-minded, exclusive), but readily adjust yourself to [people, things] and give yourselves to humble tasks. Never overestimate yourself or be wise in your own conceits.",community,no
128,1 John 4:11,"Beloved, if God so loved us, we ought also to love one another.","My dear, dear friends, if God loved us like this, we certainly ought to love each other.","Beloved, if God loved us so [very much], we also ought to love one another. ",community,no
129,Acts 2:46-47,"46 And they, continuing daily with one accord in the temple, and breaking bread from house to house, did eat their meat with gladness and singleness of heart,
47 Praising God, and having favour with all the people. And the Lord added to the church daily such as should be saved.","46 They followed a daily discipline of worship in the Temple followed by meals at home, every meal a celebration, exuberant and joyful, 47 as they praised God. People in general liked what they saw. Every day their number grew as God added those who were saved.","46 And day after day they regularly assembled in the temple with united purpose, and in their homes they broke bread [including the Lord's Supper]. They partook of their food with gladness and simplicity and generous hearts, 
47 Constantly praising God and being in favor and goodwill with all the people; and the Lord kept adding [to their number] daily those who were being saved [from spiritual death].",community,no
130,Romans 15:5,Now the God of patience and consolation grant you to be likeminded one toward another according to Christ Jesus:,May our dependably steady and warmly personal God develop maturity in you so that you get along with each other as well as Jesus gets along with us all.,"Now may the God Who gives the power of patient endurance (steadfastness) and Who supplies encouragement, grant you to live in such mutual harmony and such full sympathy with one another, in accord with Christ Jesus",community,no
131,Acts 4:32,And the multitude of them that believed were of one heart and of one soul: neither said any of them that ought of the things which he possessed was his own; but they had all things common.,"The whole congregation of believers was united as one — one heart, one mind! They didn't even claim ownership of their own possessions. No one said, ""That's mine; you can't have it."" They shared everything.","Now the company of believers was of one heart and soul, and not one of them claimed that anything which he possessed was [exclusively] his own, but everything they had was in common and for the use of all.",community,no
132,Ephesians 4:2-3,"2 With all lowliness and meekness, with longsuffering, forbearing one another in love; 3 Endeavouring to keep the unity of the Spirit in the bond of peace.","2 And mark that you do this with humility and discipline — not in fits and starts, but steadily, pouring yourselves out for each other in acts of love, 3 alert at noticing differences and quick at mending fences.","2 Living as becomes you] with complete lowliness of mind (humility) and meekness (unselfishness, gentleness, mildness), with patience, bearing with one another and making allowances because you love one another. 
3 Be eager and strive earnestly to guard and keep the harmony and oneness of [and produced by] the Spirit in the binding power of peace.",community,no
133,Galatians 3:28-29,"28 There is neither Jew nor Greek, there is neither bond nor free, there is neither male nor female: for ye are all one in Christ Jesus.
29 And if ye be Christ's, then are ye Abraham's seed, and heirs according to the promise.","28 In Christ's family there can be no division into Jew and non-Jew, slave and free, male and female. Among us you are all equal. That is, we are all in a common relationship with Jesus Christ. 29 Also, since you are Christ's family, then you are Abraham's famous ""descendant,"" heirs according to the covenant promises.","28 There is [now no distinction] neither Jew nor Greek, there is neither slave nor free, there is not male and female; for you are all one in Christ Jesus.
29 And if you belong to Christ [are in Him Who is Abraham's Seed], then you are Abraham's offspring and [spiritual] heirs according to promise.",community,no
134,Romans 14:1,"Him that is weak in the faith receive ye, but not to doubtful disputations.","Welcome with open arms fellow believers who don't see things the way you do. And don't jump all over them every time they do or say something you don't agree with — even when it seems that they are strong on opinions but weak in the faith department. Remember, they have their own history to deal with. Treat them gently.","AS FOR the man who is a weak believer, welcome him [into your fellowship], but not to criticize his opinions or pass judgment on his scruples or perplex him with discussions.",community,no
135,Ephesians 4:32,"And be ye kind one to another, tenderhearted, forgiving one another, even as God for Christ's sake hath forgiven you.","Be gentle with one another, sensitive. Forgive one another as quickly and thoroughly as God in Christ forgave you.","And become useful and helpful and kind to one another, tenderhearted (compassionate, understanding, loving-hearted), forgiving one another [readily and freely], as God in Christ forgave you.",compassion,no
136,Lamentations 3:22-23,"22 It is of the Lord's mercies that we are not consumed, because his compassions fail not.
23 They are new every morning: great is thy faithfulness.","22 God's loyal love couldn't have run out,
his merciful love couldn't have dried up. 
23 They're created new every morning.
How great your faithfulness!","22 It is because of the Lord's mercy and loving-kindness that we are not consumed, because His [tender] compassions fail not.
23 They are new every morning; great and abundant is Your stability and faithfulness.",compassion,no
137,Romans 12:15,"Rejoice with them that do rejoice, and weep with them that weep.",Laugh with your happy friends when they're happy; share tears when they're down.,"Rejoice with those who rejoice [sharing others' joy], and weep with those who weep [sharing others' grief].",compassion,no
138,Isaiah 49:15-16,"15 Can a woman forget her sucking child, that she should not have compassion on the son of her womb? yea, they may forget, yet will I not forget thee.
16 Behold, I have graven thee upon the palms of my hands; thy walls are continually before me.","15 Can a mother forget the infant at her breast,
walk away from the baby she bore?
But even if mothers forget,
I'd never forget you — never. 
16 Look, I've written your names on the backs of my hands.
The walls you're rebuilding are never out of my sight.","15 [And the Lord answered] Can a woman forget her nursing child, that she should not have compassion on the son of her womb? Yes, they may forget, yet I will not forget you.
16 Behold, I have indelibly imprinted (tattooed a picture of) you on the palm of each of My hands; [O Zion] your walls are continually before Me.",compassion,no
139,2 Corinthians 1:3-4,"3 Blessed be God, even the Father of our Lord Jesus Christ, the Father of mercies, and the God of all comfort;
4 Who comforteth us in all our tribulation, that we may be able to comfort them which are in any trouble, by the comfort wherewith we ourselves are comforted of God.","3 All praise to the God and Father of our Master, Jesus the Messiah! Father of all mercy! God of all healing counsel! 4 He comes alongside us when we go through hard times, and before you know it, he brings us alongside someone else who is going through hard times so that we can be there for that person just as God was there for us.","3 Blessed be the God and Father of our Lord Jesus Christ, the Father of sympathy (pity and mercy) and the God [Who is the Source] of every comfort (consolation and encouragement),
4 Who comforts (consoles and encourages) us in every trouble (calamity and affliction), so that we may also be able to comfort (console and encourage) those who are in any kind of trouble or distress, with the comfort (consolation and encouragement) with which we ourselves are comforted (consoled and encouraged) by God.",compassion,no
140,1 Peter 3:8,"Finally, be ye all of one mind, having compassion one of another, love as brethren, be pitiful, be courteous:","Summing up: Be agreeable, be sympathetic, be loving, be compassionate, be humble.","Finally, all [of you] should be of one and the same mind (united in spirit), sympathizing [with one another], loving [each other] as brethren [of one household], compassionate and courteous (tenderhearted and humble).",compassion,no
141,Colossians 3:12,"Put on therefore, as the elect of God, holy and beloved, bowels of mercies, kindness, humbleness of mind, meekness, longsuffering;","So, chosen by God for this new life of love, dress in the wardrobe God picked out for you: compassion, kindness, humility, quiet strength, discipline.","Clothe yourselves therefore, as God's own chosen ones (His own picked representatives), [who are] purified and holy and well-beloved [by God Himself, by putting on behavior marked by] tenderhearted pity and mercy, kind feeling, a lowly opinion of yourselves, gentle ways, [and] patience [which is tireless and long-suffering, and has the power to endure whatever comes, with good temper].",compassion,no
142,Hebrews 4:15,"For we have not an high priest which cannot be touched with the feeling of our infirmities; but was in all points tempted like as we are, yet without sin.","We don't have a priest who is out of touch with our reality. He's been through weakness and testing, experienced it all — all but the sin.","For we do not have a High Priest Who is unable to understand and sympathize and have a shared feeling with our weaknesses and infirmities and liability to the assaults of temptation, but One Who has been tempted in every respect as we are, yet without sinning.",compassion,no
143,Zechariah 7:9-10,"9 Thus speaketh the Lord of hosts, saying, Execute true judgment, and shew mercy and compassions every man to his brother:
10 And oppress not the widow, nor the fatherless, the stranger, nor the poor; and let none of you imagine evil against his brother in your heart.","9 Well, the message hasn't changed. God-of-the-Angel-Armies said then and says now:
'Treat one another justly.
Love your neighbors.
Be compassionate with each other. 
10 Don't take advantage of widows, orphans, visitors, and the poor.
Don't plot and scheme against one another — that's evil.'","9 Thus has the Lord of hosts spoken: Execute true judgment and show mercy and kindness and tender compassion, every man to his brother;
10 And oppress not the widow or the fatherless, the temporary resident or the poor, and let none of you devise or imagine or think evil against his brother in your heart.",compassion,no
144,Psalms 103:13,"Like as a father pitieth his children, so the Lord pitieth them that fear him.","As parents feel for their children,
God feels for those who fear him.","As a father loves and pities his children, so the Lord loves and pities those who fear Him [with reverence, worship, and awe].",compassion,no
145,Isaiah 30:18,"And therefore will the Lord wait, that he may be gracious unto you, and therefore will he be exalted, that he may have mercy upon you: for the Lord is a God of judgment: blessed are all they that wait for him.","But God's not finished. He's waiting around to be gracious to you.
He's gathering strength to show mercy to you.
God takes the time to do everything right — everything.
Those who wait around for him are the lucky ones.","And therefore the Lord [earnestly] waits [expecting, looking, and longing] to be gracious to you; and therefore He lifts Himself up, that He may have mercy on you and show loving-kindness to you. For the Lord is a God of justice. Blessed (happy, fortunate, to be envied) are all those who [earnestly] wait for Him, who expect and look and long for Him [for His victory, His favor, His love, His peace, His joy, and His matchless, unbroken companionship]!",compassion,no
146,Mathew 9:36,"But when he saw the multitudes, he was moved with compassion on them, because they fainted, and were scattered abroad, as sheep having no shepherd.","When he looked out over the crowds, his heart broke. So confused and aimless they were, like sheep with no shepherd.","When He saw the throngs, He was moved with pity and sympathy for them, because they were bewildered (harassed and distressed and dejected and helpless), like sheep without a shepherd.",compassion,no
147,Psalms 145:8,"The Lord is gracious, and full of compassion; slow to anger, and of great mercy.","God is all mercy and grace - 
not quick to anger, is rich in love.","The Lord is gracious and full of compassion, slow to anger and abounding in mercy and loving-kindness.",compassion,no
148,Mathew 11:28,"Come unto me, all ye that labour and are heavy laden, and I will give you rest.",Are you tired? Worn out? Burned out on religion? Come to me. Get away with me and you'll recover your life. I'll show you how to take a real rest.,"Come to Me, all you who labor and are heavy-laden and overburdened, and I will cause you to rest. [I will ease and relieve and refresh your souls.]",compassion,no
149,1 John 4:17,"Herein is our love made perfect, that we may have boldness in the day of judgment: because as he is, so are we in this world.","This way, love has the run of the house, becomes at home and mature in us, so that we're free of worry on Judgment Day — our standing in the world is identical with Christ's.","In this [union and communion with Him] love is brought to completion and attains perfection with us, that we may have confidence for the day of judgment [with assurance and boldness to face Him], because as He is, so are we in this world.",confidence,no
150,1 John 5:14,"And this is the confidence that we have in him, that, if we ask any thing according to his will, he heareth us:","And how bold and free we then become in his presence, freely asking according to his will, sure that he's listening.","And this is the confidence (the assurance, the privilege of boldness) which we have in Him: [we are sure] that if we ask anything (make any request) according to His will (in agreement with His own plan), He listens to and hears us.",confidence,no
151,2 Chronicles 32:8,"With him is an arm of flesh; but with us is the Lord our God to help us, and to fight our battles. And the people rested themselves upon the words of Hezekiah king of Judah.","He only has a bunch of mere men; we have our God to help us and fight for us!""
Morale surged. Hezekiah's words put steel in their spines.","With him is an arm of flesh, but with us is the Lord our God to help us and to fight our battles. And the people relied on the words of Hezekiah king of Judah.",confidence,no
152,Ephesians 3:12,In whom we have boldness and access with confidence by the faith of him.,"When we trust in him, we're free to say whatever needs to be said, bold to go wherever we need to go.","In Whom, because of our faith in Him, we dare to have the boldness (courage and confidence) of free access (an unreserved approach to God with freedom and without fear).",confidence,no
153,Hebrews 4:16,"Let us therefore come boldly unto the throne of grace, that we may obtain mercy, and find grace to help in time of need.","So let's walk right up to him and get what he is so ready to give. Take the mercy, accept the help.","Let us then fearlessly and confidently and boldly draw near to the throne of grace (the throne of God's unmerited favor to us sinners), that we may receive mercy [for our failures] and find grace to help in good time for every need [appropriate help and well-timed help, coming just when we need it].",confidence,no
154,Isaiah 32:17,And the work of righteousness shall be peace; and the effect of righteousness quietness and assurance for ever.,"And where there's Right, there'll be Peace
and the progeny of Right: quiet lives and endless trust.","And the effect of righteousness will be peace [internal and external], and the result of righteousness will be quietness and confident trust forever.",confidence,no
155,Jeremiah 17:7,"Blessed is the man that trusteth in the Lord, and whose hope the Lord is.","But blessed is the man who trusts me, God,
the woman who sticks with God.","[Most] blessed is the man who believes in, trusts in, and relies on the Lord, and whose hope and confidence the Lord is.",confidence,no
156,Nehemiah 6:16,"And it came to pass, that when all our enemies heard thereof, and all the heathen that were about us saw these things, they were much cast down in their own eyes: for they perceived that this work was wrought of our God.","When all our enemies heard the news and all the surrounding nations saw it, our enemies totally lost their nerve. They knew that God was behind this work.","When all our enemies heard of it, all the nations around us feared and fell far in their own esteem, for they saw that this work was done by our God.",confidence,no
157,Philippians 1:6,"Being confident of this very thing, that he which hath begun a good work in you will perform it until the day of Jesus Christ:",There has never been the slightest doubt in my mind that the God who started this great work in you would keep at it and bring it to a flourishing finish on the very day Christ Jesus appears.,"And I am convinced and sure of this very thing, that He Who began a good work in you will continue until the day of Jesus Christ [right up to the time of His return], developing [that good work] and perfecting and bringing it to full completion in you.",confidence,no
158,Philippians 4:13,I can do all things through Christ which strengtheneth me.,"Whatever I have, wherever I am, I can make it through anything in the One who makes me who I am.",I have strength for all things in Christ Who empowers me [I am ready for anything and equal to anything through Him Who infuses inner strength into me; I am self-sufficient in Christ's sufficiency].,confidence,no
159,Proverbs 3:26,"For the Lord shall be thy confidence, and shall keep thy foot from being taken.","Because God will be right there with you;
he'll keep you safe and sound.","For the Lord shall be your confidence, firm and strong, and shall keep your foot from being caught [in a trap or some hidden danger].",confidence,no
